City,County,State,Accidents
Raton,Colfax,NM,1
Raven,Tazewell,VA,1
Raven,Buchanan,VA,1
Ravena,Albany,NY,6
Ravendale,Lassen,CA,1
Ravenel,Dorchester,SC,5
Ravenel,Charleston,SC,6
Ravenna,Portage,OH,13
Raymond,Madera,CA,1
Raymond,Montgomery,IL,4
Raymond,Kandiyohi,MN,9
Raymond,Rockingham,NH,4
Raymond,Pacific,WA,1
Raymond,Chippewa,MN,5
Raymore,Cass,MO,2
Rayne,Acadia,LA,11
Rayne,Lafayette,LA,1
Raynham,Bristol,MA,35
Raytown,Jackson,MO,6
Reading,Berks,PA,125
Reading,Middlesex,MA,48
Reads Landing,Wabasha,MN,2
Rebersburg,Centre,PA,2
Red Bank,Monmouth,NJ,35
Red Bluff,Tehama,CA,110
Red Creek,Wayne,NY,1
Red Hill,Montgomery,PA,1
Red Hook,Dutchess,NY,24
Red Hook,Columbia,NY,1
Red Lion,York,PA,46
Red Oak,Ellis,TX,6
Red Oak,Charlotte,VA,1
Red Springs,Robeson,NC,1
Red Wing,Goodhue,MN,29
Redcrest,Humboldt,CA,14
Reddick,Marion,FL,7
Redding,Shasta,CA,144
Redfield,Jefferson,AR,3
Redford,Wayne,MI,31
Redlands,San Bernardino,CA,689
Redlands,Riverside,CA,62
Redmond,King,WA,29
Redmond,Deschutes,OR,173
Redondo Beach,Los Angeles,CA,38
Redway,Humboldt,CA,2
Redwood City,San Mateo,CA,540
Redwood Falls,Redwood,MN,15
Redwood Valley,Mendocino,CA,14
Reedley,Fresno,CA,31
Reedley,Tulare,CA,3
Reedsport,Douglas,OR,44
Reedsville,Mifflin,PA,5
Reelsville,Putnam,IN,10
Reevesville,Dorchester,SC,3
Reform,Pickens,AL,1
Register,Bulloch,GA,7
Rego Park,Queens,NY,37
Rehoboth,Bristol,MA,2
Rehoboth Beach,Sussex,DE,2
Reidsville,Rockingham,NC,16
Reinholds,Lancaster,PA,3
Reinholds,Berks,PA,7
Reisterstown,Baltimore County,MD,30
Reisterstown,Baltimore,MD,2
Reliance,Polk,TN,1
Rembert,Sumter,SC,15
Rembert,Kershaw,SC,5
Rembert,Lee,SC,1
Remer,Cass,MN,12
Remington,Culpeper,VA,3
Remington,Jasper,IN,8
Remlap,Blount,AL,15
Remsen,Oneida,NY,4
Reno,Washoe,NV,333
Renovo,Clinton,PA,1
Rensselaer,Rensselaer,NY,30
Rensselaer,Jasper,IN,3
Renton,King,WA,199
Renville,Renville,MN,5
Repton,Conecuh,AL,2
Republic,Greene,MO,3
Republic,Ferry,WA,1
Resaca,Gordon,GA,4
Rescue,El Dorado,CA,11
Reseda,Los Angeles,CA,4
Reserve,St. John the Baptist,LA,3
Reston,Fairfax County,VA,14
Reston,Fairfax,VA,2
Revere,Suffolk,MA,80
Revere,Middlesex,MA,1
Revere,Redwood,MN,1
Rew,McKean,PA,1
Rex,Clayton,GA,17
Rexford,Saratoga,NY,3
Reynolds,White,IN,2
Reynoldsburg,Licking,OH,4
Reynoldsburg,Franklin,OH,37
Reynoldsburg,Fairfield,OH,2
Reynoldsville,Jefferson,PA,1
Rhinebeck,Dutchess,NY,29
Rhinelander,Oneida,WI,1
Rhoadesville,Orange,VA,1
Rhododendron,Clackamas,OR,4
Rhome,Wise,TX,1
Rialto,San Bernardino,CA,200
Rice,Benton,MN,7
Rice,Navarro,TX,2
Rice Lake,Barron,WI,1
Riceboro,Liberty,GA,5
Riceville,McMinn,TN,4
Richardson,Dallas,TX,114
Richardson,Collin,TX,22
Richburg,Chester,SC,27
Richfield,Juniata,PA,2
Richfield,Sevier,UT,77
Richfield,Washington,WI,18
Richfield,Summit,OH,11
Richfield,Stanly,NC,1
Richford,Tioga,NY,4
Richford,Franklin,VT,1
Richland,Pulaski,MO,3
Richland,Stewart,GA,4
Richland,Benton,WA,2
Richland,Rankin,MS,4
Richland,Webster,GA,1
Richland,Baker,OR,13
Richland,Spencer,IN,4
Richland,Pasco,FL,2
Richlands,Onslow,NC,6
Richmond,Henrico,VA,776
Richmond,Richmond City,VA,3182
Richmond,Contra Costa,CA,516
Richmond,Chesterfield,VA,551
Richmond,Stearns,MN,15
Richmond,Madison,KY,4
Richmond,Wayne,IN,6
Richmond,McHenry,IL,1
Richmond,Fort Bend,TX,4
Richmond,Goochland,VA,4
Richmond,Sagadahoc,ME,1
Richmond,Chittenden,VT,2
Richmond Hill,Queens,NY,27
Richmond Hill,Bryan,GA,33
Richview,Washington,IL,1
Richwood,Union,OH,3
Rickreall,Polk,OR,32
Riddle,Douglas,OR,18
Ridge,Suffolk,NY,9
Ridge Spring,Aiken,SC,5
Ridge Spring,Saluda,SC,5
Ridgecrest,Kern,CA,20
Ridgecrest,Inyo,CA,14
Ridgecrest,San Bernardino,CA,9
Ridgefield,Bergen,NJ,29
Ridgefield,Clark,WA,29
Ridgefield Park,Bergen,NJ,39
Ridgeland,Jasper,SC,73
Ridgeland,Madison,MS,12
Ridgely,Caroline,MD,1
Ridgeville,Berkeley,SC,65
Ridgeville,Dorchester,SC,53
Ridgeville,Colleton,SC,3
Ridgeway,Fairfield,SC,25
Ridgeway,Henry,VA,7
Ridgeway,Kershaw,SC,4
Ridgewood,Queens,NY,86
Ridgewood,Bergen,NJ,7
Ridgway,San Miguel,CO,2
Ridgway,Elk,PA,4
Ridley Park,Delaware,PA,37
Riegelsville,Bucks,PA,2
Riegelwood,Columbus,NC,3
Rifle,Garfield,CO,5
Riggins,Idaho,ID,1
Riley,Harney,OR,14
Rimforest,San Bernardino,CA,6
Rimrock,Yavapai,AZ,3
Rincon,Effingham,GA,5
Rindge,Cheshire,NH,12
Ringgold,Catoosa,GA,23
Ringgold,Pittsylvania,VA,2
Ringoes,Hunterdon,NJ,8
Rio,Columbia,WI,1
Rio Dell,Humboldt,CA,2
Rio Grande,Cape May,NJ,6
Rio Linda,Sacramento,CA,99
Rio Oso,Sutter,CA,1
Rio Rancho,Sandoval,NM,1
Rio Vista,Sacramento,CA,28
Rio Vista,Solano,CA,38
Ripley,Chautauqua,NY,7
Ripon,San Joaquin,CA,185
Ripton,Addison,VT,1
Rising Sun,Ohio,IN,1
Rising Sun,Cecil,MD,8
Rison,Cleveland,AR,1
Rittman,Wayne,OH,1
Ritzville,Adams,WA,3
River Edge,Bergen,NJ,12
River Forest,Cook,IL,9
River Oaks,Tarrant,TX,1
Riverbank,Stanislaus,CA,15
Riverdale,Cook,IL,51
Riverdale,Prince George's,MD,58
Riverdale,Fresno,CA,19
Riverdale,Morris,NJ,6
Riverdale,Fulton,GA,3
Riverdale,Clayton,GA,7
Riverdale,Kings,CA,8
Riverhead,Suffolk,NY,17
Riverside,Riverside,CA,2535
Riverside,Fairfield,CT,9
Riverside,Providence,RI,1
Riverside,St. Clair,AL,9
Riverside,Cook,IL,3
Riverside,Malheur,OR,9
Riverside,Platte,MO,6
Riverside,San Bernardino,CA,2
Riverside,Burlington,NJ,6
Riverton,Salt Lake,UT,81
Riverton,Burlington,NJ,14
Riverview,Hillsborough,FL,210
Riverwoods,Lake,IL,6
Rives Junction,Jackson,MI,4
Riviera Beach,Palm Beach,FL,4
Rixford,McKean,PA,1
Roanoke,Botetourt,VA,5
Roanoke,Roanoke City,VA,26
Roanoke,Roanoke County,VA,33
Roanoke,Denton,TX,11
Roanoke,Allen,IN,2
Roanoke,Jefferson Davis,LA,1
Roanoke Rapids,Halifax,NC,3
Roaring Branch,Tioga,PA,5
Roaring River,Wilkes,NC,1
Robbins,Cook,IL,5
Robbins,Moore,NC,1
Robbinsville,Graham,NC,3
Robersonville,Martin,NC,2
Roberta,Crawford,GA,2
Roberts,St. Croix,WI,6
Robertsdale,Baldwin,AL,9
Robertsdale,Huntingdon,PA,1
Robertsville,Jefferson,MO,1
Robertsville,Franklin,MO,2
Robstown,Nueces,TX,1
Roca,Lancaster,NE,2
Rochelle,Ogle,IL,14
Rochelle Park,Bergen,NJ,9
Rocheport,Boone,MO,9
Rochester,Monroe,NY,3390
Rochester,Oakland,MI,5
Rochester,Olmsted,MN,162
Rochester,Thurston,WA,21
Rochester,Strafford,NH,22
Rochester,Beaver,PA,5
Rochester,Plymouth,MA,4
Rochester Hills,Oakland,MI,1
Rock City Falls,Saratoga,NY,3
Rock Creek,Ashtabula,OH,1
Rock Falls,Whiteside,IL,1
Rock Hill,York,SC,165
Rock Island,Rock Island,IL,2
Rock River,Carbon,WY,1
Rock Spring,Walker,GA,2
Rock Springs,Sweetwater,WY,3
Rock Tavern,Orange,NY,1
Rockaway,Morris,NJ,10
Rockaway Beach,Tillamook,OR,13
Rockaway Park,Queens,NY,5
Rockford,Winnebago,IL,28
Rockford,Spokane,WA,4
Rockford,Kent,MI,6
Rockford,Wright,MN,2
Rockford,Coosa,AL,2
Rockingham,Rockingham,VA,8
Rockingham,Richmond,NC,5
Rockland,Plymouth,MA,6
Rockland,New Castle,DE,1
Rockledge,Brevard,FL,49
Rocklin,Placer,CA,138
Rockmart,Polk,GA,1
Rockport,Spencer,IN,3
Rockville,Montgomery,MD,358
Rockville,Goochland,VA,23
Rockville Centre,Nassau,NY,21
Rockwall,Rockwall,TX,52
Rockwell,Rowan,NC,2
Rockwood,Roane,TN,5
Rockwood,Somerset,PA,3
Rockwood,Cumberland,TN,2
Rockwood,Wayne,MI,4
Rocky Face,Whitfield,GA,1
Rocky Ford,Otero,CO,4
Rocky Gap,Bland,VA,5
Rocky Hill,Hartford,CT,25
Rocky Mount,Franklin County,VA,13
Rocky Mount,Nash,NC,15
Rocky Point,Hillsborough,FL,11
Rocky Point,Pender,NC,9
Rocky Point,Suffolk,NY,8
Rocky River,Cuyahoga,OH,12
Rocky Top,Anderson,TN,1
Rodeo,Contra Costa,CA,59
Rodessa,Caddo,LA,1
Roebuck,Spartanburg,SC,126
Rogers,Hennepin,MN,119
Rogers,Wright,MN,6
Rogers,Benton,AR,1
Rogersville,Greene,MO,5
Rogersville,Hawkins,TN,4
Rogersville,Webster,MO,3
Rogue River,Jackson,OR,8
Rohnert Park,Sonoma,CA,64
Rolesville,Wake,NC,14
Roll,Yuma,AZ,2
Rolla,Phelps,MO,2
Rolling Meadows,Cook,IL,37
Rollinsville,Gilpin,CO,3
Rome,Oneida,NY,56
Rome,Floyd,GA,7
Romeoville,Will,IL,24
Romulus,Wayne,MI,78
Ronkonkoma,Suffolk,NY,59
Ronks,Lancaster,PA,28
Roosevelt,Nassau,NY,98
Roosevelt,Uintah,UT,2
Roosevelt,Duchesne,UT,5
Roosevelt,Lake of the Woods,MN,1
Rootstown,Portage,OH,4
Rosamond,Kern,CA,77
Rosamond,Los Angeles,CA,13
Roscoe,Winnebago,IL,6
Roscoe,Nolan,TX,1
Roscoe,Sullivan,NY,1
Roscoe,Stearns,MN,3
Roscommon,Roscommon,MI,5
Rose Creek,Mower,MN,3
Rose Hill,Lee,VA,2
Roseau,Roseau,MN,7
Roseburg,Douglas,OR,304
Rosedale,Baltimore City,MD,29
Rosedale,Baltimore County,MD,115
Rosedale,Queens,NY,24
Rosedale,Russell,VA,2
Rosedale,Baltimore,MD,6
Rosedale,Parke,IN,2
Roseland,Essex,NJ,10
Roselle,DuPage,IL,71
Roselle,Cook,IL,15
Roselle,Union,NJ,6
Rosemead,Los Angeles,CA,196
Rosemont,Cook,IL,3
Rosemount,Dakota,MN,75
Rosenberg,Fort Bend,TX,9
Roseville,Placer,CA,337
Roseville,Macomb,MI,75
Roslindale,Suffolk,MA,29
Roslyn,Nassau,NY,28
Roslyn,Kittitas,WA,1
Roslyn Heights,Nassau,NY,86
Rosman,Transylvania,NC,1
Ross Valley,Marin,CA,46
Rossford,Wood,OH,5
Roswell,Fulton,GA,53
Rougemont,Durham,NC,1
Rough And Ready,Nevada,CA,7
Round Hill,Loudoun,VA,4
Round Lake,Lake,IL,69
Round Lake,Saratoga,NY,1
Round Lake Beach,Lake,IL,10
Round Lake Heights,Lake,IL,12
Round Mountain,Nye,NV,1
Round Mountain,Travis,TX,3
Round O,Colleton,SC,26
Round Rock,Williamson,TX,114
Round Rock,Travis,TX,30
Rowesville,Orangeburg,SC,6
Rowland,Robeson,NC,9
Rowland Heights,Los Angeles,CA,416
Rowlett,Rockwall,TX,6
Rowlett,Dallas,TX,33
Rowley,Essex,MA,3
Roxboro,Person,NC,6
Roxbury,Suffolk,MA,48
Roxbury Crossing,Suffolk,MA,12
Roy,Weber,UT,76
Roy,Pierce,WA,10
Royal City,Grant,WA,1
Royal Oak,Oakland,MI,48
Royal Oaks,Monterey,CA,59
Royal Palm Beach,Palm Beach,FL,4
Royersford,Montgomery,PA,98
Royse City,Rockwall,TX,14
Royse City,Hunt,TX,3
Ruby,Chesterfield,SC,5
Ruckersville,Greene,VA,11
Ruffin,Colleton,SC,13
Ruffs Dale,Westmoreland,PA,6
Rumney,Grafton,NH,2
Rumsey,Yolo,CA,3
Rumson,Monmouth,NJ,16
Runnells,Polk,IA,4
Runnemede,Camden,NJ,23
Running Springs,San Bernardino,CA,81
Rural Hall,Forsyth,NC,20
Rural Retreat,Wythe,VA,4
Rural Retreat,Smyth,VA,3
Rush,Monroe,NY,22
Rush City,Chisago,MN,40
Rush City,Pine,MN,5
Rushford,Fillmore,MN,3
Rushford,Winona,MN,14
Rushford,Houston,MN,2
Rushmore,Nobles,MN,32
Ruskin,Hillsborough,FL,108
Russell,Hampden,MA,2
Russell,Lyon,MN,7
Russellville,Franklin,AL,1
Rustburg,Campbell,VA,10
Ruston,Lincoln,LA,1
Ruther Glen,Caroline,VA,33
Rutherford,Bergen,NJ,31
Rutherfordton,Rutherford,NC,3
Rutherfordton,Polk,NC,1
Rutland,Rutland,VT,2
Rutledge,Crenshaw,AL,1
Rutledge,Morgan,GA,6
Ryan,Jefferson,OK,6
Rye,Westchester,NY,150
Rye,Huerfano,CO,5
Rye,Pueblo,CO,1
Rye Brook,Westchester,NY,2
Sabattus,Androscoggin,ME,2
Sabillasville,Frederick,MD,2
Sabin,Clay,MN,1
Sabinsville,Tioga,PA,1
Sachse,Dallas,TX,3
Saco,York,ME,7
Sacramento,Sacramento,CA,7001
Sacramento,Sutter,CA,2
Sacred Heart,Renville,MN,8
Saddle Brook,Bergen,NJ,33
Saddle River,Bergen,NJ,7
Saegertown,Crawford,PA,5
Safety Harbor,Pinellas,FL,11
Safford,Graham,AZ,3
Saginaw,Saginaw,MI,23
Saginaw,Tarrant,TX,1
Saginaw,St. Louis,MN,30
Sagle,Bonner,ID,3
Sagola,Dickinson,MI,2
Saguache,Saguache,CO,2
Saint Albans,Queens,NY,5
Saint Albans,Franklin,VT,3
Saint Amant,Ascension,LA,7
Saint Ann,St. Louis County,MO,7
Saint Augusta,Stearns,MN,8
Saint Augustine,St. Johns,FL,145
Saint Augustine,Saint Johns,FL,2
Saint Bonifacius,Hennepin,MN,1
Saint Charles,St. Charles,MO,122
Saint Charles,Kane,IL,8
Saint Charles,Winona,MN,49
Saint Charles,DuPage,IL,1
Saint Charles,Lee,VA,1
Saint Charles,Warren,IA,1
Saint Clair,Franklin,MO,4
Saint Clair,St. Clair,MI,2
Saint Clair Shores,Macomb,MI,71
Saint Clairsville,Belmont,OH,5
Saint Cloud,Sherburne,MN,12
Saint Cloud,Osceola,FL,69
Saint Cloud,Stearns,MN,104
Saint Cloud,Benton,MN,19
Saint Elmo,Fayette,IL,1
Saint Francis,Milwaukee,WI,6
Saint Francis,Anoka,MN,1
Saint Francisville,West Feliciana,LA,3
Saint George,Dorchester,SC,65
Saint George,Washington,UT,60
Saint Helena,Napa,CA,47
Saint Helena Island,Beaufort,SC,14
Saint Helens,Columbia,OR,19
Saint Ignace,Mackinac,MI,1
Saint Jacob,Madison,IL,1
Saint James,Watonwan,MN,16
Saint James,Suffolk,NY,5
Saint James City,Lee,FL,2
Saint Johns,St. Johns,FL,27
Saint Johns,Apache,AZ,1
Saint Johnsbury,Caledonia,VT,1
Saint Joseph,Stearns,MN,5
Saint Joseph,Champaign,IL,1
Saint Joseph,Buchanan,MO,4
Saint Joseph,Berrien,MI,2
Saint Louis,St. Louis County,MO,1001
Saint Louis,St. Louis City,MO,508
Saint Louis,Saint Louis,MO,4
Saint Maries,Benewah,ID,2
Saint Maries,Kootenai,ID,1
Saint Martinville,St. Martin,LA,3
Saint Mary,Ste Genevieve,MO,1
Saint Marys,Camden,GA,1
Saint Marys,Elk,PA,5
Saint Matthews,Calhoun,SC,72
Saint Matthews,Orangeburg,SC,2
Saint Michael,Wright,MN,57
Saint Michael,Cambria,PA,1
Saint Michaels,Talbot,MD,1
Saint Paris,Champaign,OH,1
Saint Paul,Ramsey,MN,2590
Saint Paul,Dakota,MN,597
Saint Paul,Washington,MN,435
Saint Paul,Hennepin,MN,61
Saint Paul,Decatur,IN,2
Saint Paul,Anoka,MN,3
Saint Paul,Marion,OR,20
Saint Paul Park,Washington,MN,9
Saint Pauls,Robeson,NC,23
Saint Peter,Nicollet,MN,62
Saint Peter,Le Sueur,MN,5
Saint Peters,St. Charles,MO,64
Saint Petersburg,Pinellas,FL,812
Saint Petersburg,Hillsborough,FL,2
Saint Rose,St. Charles,LA,61
Saint Stephen,Berkeley,SC,22
Sainte Genevieve,Ste Genevieve,MO,2
Salado,Bell,TX,2
Salamanca,Cattaraugus,NY,1
Sale Creek,Hamilton,TN,4
Salem,Roanoke County,VA,31
Salem,Polk,OR,82
Salem,Marion,OR,533
Salem,Yamhill,OR,8
Salem,Rockingham,NH,23
Salem,Salem,VA,14
Salem,Oconee,SC,10
Salem,Russell,AL,2
Salem,Marion,IL,1
Salem,Lee,AL,8
Salem,Essex,MA,3
Salem,New London,CT,4
Salem,Salem,NJ,2
Salida,Stanislaus,CA,120
Salida,Chaffee,CO,13
Salina,Sevier,UT,22
Salina,Saline,KS,1
Salinas,Monterey,CA,648
Saline,Washtenaw,MI,3
Salisbury,Rowan,NC,64
Salisbury,Wicomico,MD,34
Salisbury,Essex,MA,17
Salisbury,Somerset,PA,1
Salisbury,Merrimack,NH,1
Salkum,Lewis,WA,1
Salley,Aiken,SC,7
Salley,Orangeburg,SC,2
Sallisaw,Sequoyah,OK,1
Salol,Roseau,MN,3
Salome,La Paz,AZ,12
Salt Lake City,Salt Lake,UT,2259
Salt Point,Dutchess,NY,21
Salters,Williamsburg,SC,17
Saltillo,Hopkins,TX,1
Saltsburg,Westmoreland,PA,1
Saltville,Smyth,VA,1
Saluda,Polk,NC,17
Saluda,Saluda,SC,36
Saluda,King and Queen,VA,1
Saluda,Gloucester,VA,1
Saluda,Henderson,NC,3
Salyer,Trinity,CA,10
Salyer,Humboldt,CA,4
Sammamish,King,WA,1
Samson,Geneva,AL,5
San Andreas,Calaveras,CA,25
San Anselmo,Marin,CA,2
San Antonio,Bexar,TX,2596
San Antonio,Pasco,FL,38
San Ardo,Monterey,CA,40
San Bernardino,San Bernardino,CA,2356
San Bruno,San Mateo,CA,217
San Carlos,San Mateo,CA,87
San Carlos,Graham,AZ,2
San Clemente,Orange,CA,159
San Clemente,San Diego,CA,111
San Diego,San Diego,CA,4482
San Dimas,Los Angeles,CA,415
San Fernando,Los Angeles,CA,93
San Francisco,San Francisco,CA,1671
San Francisco,San Mateo,CA,8
San Gabriel,Los Angeles,CA,116
San Geronimo,Marin,CA,3
San Gregorio,San Mateo,CA,18
San Jose,Santa Clara,CA,3320
San Juan,Hidalgo,TX,12
San Juan Bautista,San Benito,CA,115
San Juan Capistrano,Orange,CA,244
San Leandro,Alameda,CA,613
San Lorenzo,Alameda,CA,237
San Luis Obispo,San Luis Obispo,CA,143
San Manuel,Pinal,AZ,2
San Marcos,San Diego,CA,302
San Marcos,Hays,TX,61
San Marino,Los Angeles,CA,3
San Martin,Santa Clara,CA,66
San Mateo,San Mateo,CA,657
San Mateo,Putnam,FL,2
San Miguel,San Luis Obispo,CA,15
San Pablo,Contra Costa,CA,328
San Pedro,Los Angeles,CA,73
San Quentin,Marin,CA,20
San Rafael,Marin,CA,335
San Ramon,Contra Costa,CA,140
San Simeon,San Luis Obispo,CA,6
San Simon,Cochise,AZ,5
San Tan Valley,Pinal,AZ,8
San Ysidro,San Diego,CA,30
Sanborn,Niagara,NY,9
Sanborn,Cottonwood,MN,2
Sanborn,Redwood,MN,5
Sanbornton,Belknap,NH,7
Sanbornville,Carroll,NH,2
Sand Springs,Tulsa,OK,2
Sanderson,Baker,FL,15
Sandown,Rockingham,NH,1
Sandpoint,Bonner,ID,1
Sandston,Henrico,VA,111
Sandstone,Pine,MN,21
Sandusky,Erie,OH,1
Sandwich,Barnstable,MA,11
Sandy,Salt Lake,UT,249
Sandy,Clackamas,OR,46
Sandy Hook,Fairfield,CT,12
Sandy Spring,Montgomery,MD,1
Sanford,Seminole,FL,150
Sanford,Lee,NC,10
Sanford,Midland,MI,3
Sanford,Harnett,NC,1
Sanger,Fresno,CA,127
Sanger,Denton,TX,13
Sanibel,Lee,FL,1
Santa Ana,Orange,CA,787
Santa Barbara,Santa Barbara,CA,308
Santa Clara,Santa Clara,CA,126
Santa Clarita,Los Angeles,CA,159
Santa Cruz,Santa Cruz,CA,313
Santa Fe,Santa Fe,NM,2
Santa Fe,Brazoria,TX,2
Santa Fe,Galveston,TX,2
Santa Fe Springs,Los Angeles,CA,385
Santa Margarita,San Luis Obispo,CA,68
Santa Maria,Santa Barbara,CA,263
Santa Maria,San Luis Obispo,CA,17
Santa Monica,Los Angeles,CA,191
Santa Paula,Ventura,CA,114
Santa Rosa,Sonoma,CA,802
Santa Rosa,Guadalupe,NM,3
Santa Rosa Beach,Walton,FL,14
Santa Rosa Valley,Ventura,CA,9
Santa Ynez,Santa Barbara,CA,28
Santaquin,Utah,UT,51
Santee,Orangeburg,SC,25
Santo,Palo Pinto,TX,1
Sapphire,Jackson,NC,1
Sapulpa,Creek,OK,5
Saraland,Mobile,AL,32
Saranac,Ionia,MI,2
Sarasota,Sarasota,FL,669
Sarasota,Manatee,FL,72
Saratoga,Santa Clara,CA,54
Saratoga Springs,Utah,UT,20
Saratoga Springs,Saratoga,NY,53
Sardinia,Brown,OH,1
Sardis,Burke,GA,1
Sardis,Panola,MS,1
Sarver,Butler,PA,5
Satellite Beach,Brevard,FL,9
Satsuma,Putnam,FL,3
Satsuma,Mobile,AL,6
Saucier,Harrison,MS,3
Saugatuck,Allegan,MI,1
Saugerties,Ulster,NY,51
Saugus,Essex,MA,54
Sauk Centre,Todd,MN,11
Sauk Centre,Stearns,MN,54
Sauk Rapids,Benton,MN,49
Saukville,Ozaukee,WI,2
Saunderstown,Washington,RI,4
Sauquoit,Oneida,NY,3
Sauquoit,Herkimer,NY,1
Sausalito,Marin,CA,165
Savage,Scott,MN,50
Savage,Howard,MD,1
Savannah,Chatham,GA,340
Savannah,Andrew,MO,1
Sawyer,Berrien,MI,1
Saxton,Bedford,PA,1
Saxton,Huntingdon,PA,2
Saylorsburg,Monroe,PA,2
Sayreville,Middlesex,NJ,13
Sayville,Suffolk,NY,18
Scandia,Washington,MN,15
Scappoose,Columbia,OR,41
Scappoose,Multnomah,OR,2
Scarborough,Cumberland,ME,8
Scarsdale,Westchester,NY,52
Scenery Hill,Washington,PA,1
Schaghticoke,Rensselaer,NY,9
Schaumburg,Cook,IL,56
Schellsburg,Bedford,PA,2
Schenectady,Albany,NY,44
Schenectady,Schenectady,NY,132
Schertz,Guadalupe,TX,10
Schertz,Bexar,TX,18
Schiller Park,Cook,IL,44
Schnecksville,Lehigh,PA,5
Schodack Landing,Rensselaer,NY,8
Schoharie,Schoharie,NY,2
Schoolcraft,Kalamazoo,MI,3
Schriever,Terrebonne,LA,1
Schroon Lake,Essex,NY,1
Schurz,Mineral,NV,7
Schuyler,Colfax,NE,1
Schuyler Falls,Clinton,NY,1
Schuylerville,Saratoga,NY,8
Schuylkill Haven,Schuylkill,PA,3
Schwenksville,Montgomery,PA,38
Scio,Linn,OR,13
Sciota,Dakota,MN,2
Scipio Center,Cayuga,NY,3
Scituate,Plymouth,MA,1
Scotch Plains,Union,NJ,12
Scotia,Humboldt,CA,9
Scotland,Windham,CT,1
Scotland Neck,Halifax,NC,3
Scotrun,Monroe,PA,8
Scott,Lafayette,LA,49
Scott,Acadia,LA,5
Scott,Lonoke,AR,1
Scott City,Scott,MO,1
Scott Depot,Putnam,WV,2
Scotts Valley,Santa Cruz,CA,86
Scottsbluff,Scotts Bluff,NE,1
Scottsboro,Jackson,AL,5
Scottsburg,Halifax,VA,2
Scottsburg,Scott,IN,2
Scottsburg,Douglas,OR,12
Scottsdale,Maricopa,AZ,690
Scottsville,Monroe,NY,15
Scottsville,Buckingham,VA,1
Scottsville,Albemarle,VA,3
Scranton,Florence,SC,27
Scranton,Lackawanna,PA,16
Scribner,Dodge,NE,1
Sea Bright,Monmouth,NJ,4
Sea Girt,Monmouth,NJ,1
Seabrook,Rockingham,NH,5
Seabrook,Beaufort,SC,13
Seabrook,Harris,TX,3
Seaford,Nassau,NY,62
Seagoville,Dallas,TX,12
Seal Beach,Orange,CA,245
Seal Rock,Lincoln,OR,24
Seale,Russell,AL,5
Sealy,Austin,TX,6
Sears,Osceola,MI,2
Seaside,Monterey,CA,44
Seaside,Clatsop,OR,159
Seaside Heights,Ocean,NJ,8
Seaside Park,Ocean,NJ,5
Seatac,King,WA,1
Seattle,King,WA,2312
Sebastian,Brevard,FL,53
Sebastian,Indian River,FL,11
Sebastopol,Sonoma,CA,86
Sebeka,Wadena,MN,2
Sebewaing,Huron,MI,1
Sebring,Highlands,FL,55
Secane,Delaware,PA,1
Secaucus,Hudson,NJ,95
Sedalia,Douglas,CO,5
Sedgwick,Harvey,KS,1
Sedona,Yavapai,AZ,8
Sedona,Coconino,AZ,21
Sedro Woolley,Skagit,WA,7
Seekonk,Bristol,MA,20
Seffner,Hillsborough,FL,95
Seguin,Guadalupe,TX,9
Seiad Valley,Siskiyou,CA,1
Seibert,Kit Carson,CO,1
Selbyville,Sussex,DE,2
Selden,Suffolk,NY,32
Seligman,Yavapai,AZ,1
Selinsgrove,Snyder,PA,25
Selkirk,Albany,NY,21
Sellers,Dillon,SC,3
Sellersburg,Clark,IN,8
Sellersville,Bucks,PA,6
Selma,Fresno,CA,240
Selma,Guadalupe,TX,1
Selma,Bexar,TX,7
Selma,Johnston,NC,35
Selma,Josephine,OR,13
Selma,Dallas,AL,4
Selma,Autauga,AL,1
Seminary,Covington,MS,1
Seminole,Pinellas,FL,79
Seminole,Baldwin,AL,1
Semmes,Mobile,AL,26
Senath,Dunklin,MO,1
Senatobia,Tate,MS,3
Seneca,Oconee,SC,291
Seneca,Grant,OR,15
Seneca,Grundy,IL,3
Seneca Falls,Seneca,NY,2
Senoia,Meriwether,GA,1
Senoia,Coweta,GA,5
Sequim,Clallam,WA,10
Sequim,Jefferson,WA,1
Setauket,Suffolk,NY,2
Seven Hills,Cuyahoga,OH,1
Seven Springs,Duplin,NC,2
Seven Springs,Wayne,NC,2
Severn,Anne Arundel,MD,40
Severna Park,Anne Arundel,MD,13
Sevier,Sevier,UT,11
Sevierville,Sevier,TN,9
Seville,Volusia,FL,4
Seville,Medina,OH,2
Sewaren,Middlesex,NJ,3
Sewell,Gloucester,NJ,34
Sewickley,Allegheny,PA,48
Seymour,Jackson,IN,6
Seymour,New Haven,CT,11
Seymour,Sevier,TN,3
Shacklefords,King and Queen,VA,3
Shade Gap,Huntingdon,PA,1
Shady Cove,Jackson,OR,10
Shady Spring,Raleigh,WV,2
Shafer,Chisago,MN,18
Shafter,Kern,CA,23
Shakopee,Scott,MN,140
Shalimar,Okaloosa,FL,1
Shamokin,Northumberland,PA,2
Shamokin Dam,Snyder,PA,16
Shamong,Burlington,NJ,2
Shandon,San Luis Obispo,CA,37
Shaniko,Wasco,OR,21
Sharon,Norfolk,MA,31
Sharon,Hillsborough,NH,1
Sharon,York,SC,4
